trial,block,code,A,B,C,D,E,F,flow,type,A_txt,B_txt,C_txt,D_txt,E_txt,F_txt,divider,carrier_out
322,6,19,0,1,0,0,1,1,33.333333333333336,010011,0,2,0,0,6,7,3,800
323,6,26,0,1,1,0,1,0,33.333333333333336,011010,0,2,3,0,6,0,3,800
324,6,9,0,0,1,0,0,1,50.0,001001,0,0,3,0,0,7,2,800
325,6,5,0,0,0,1,0,1,50.0,000101,0,0,0,5,0,7,2,800
326,6,25,0,1,1,0,0,1,33.333333333333336,011001,0,2,3,0,0,7,3,800
327,6,45,1,0,1,1,0,1,25.0,101101,1,0,3,5,0,7,4,800
328,6,54,1,1,0,1,1,0,25.0,110110,1,2,0,5,6,0,4,800
329,6,59,1,1,1,0,1,1,20.0,111011,1,2,3,0,6,7,5,800
330,6,10,0,0,1,0,1,0,50.0,001010,0,0,3,0,6,0,2,800
331,6,51,1,1,0,0,1,1,25.0,110011,1,2,0,0,6,7,4,800
332,6,43,1,0,1,0,1,1,25.0,101011,1,0,3,0,6,7,4,800
333,6,41,1,0,1,0,0,1,33.333333333333336,101001,1,0,3,0,0,7,3,800
334,6,38,1,0,0,1,1,0,33.333333333333336,100110,1,0,0,5,6,0,3,800
335,6,30,0,1,1,1,1,0,25.0,011110,0,2,3,5,6,0,4,800
336,6,7,0,0,0,1,1,1,33.333333333333336,000111,0,0,0,5,6,7,3,800
337,6,28,0,1,1,1,0,0,33.333333333333336,011100,0,2,3,5,0,0,3,800
338,6,31,0,1,1,1,1,1,20.0,011111,0,2,3,5,6,7,5,800
339,6,61,1,1,1,1,0,1,20.0,111101,1,2,3,5,0,7,5,800
340,6,56,1,1,1,0,0,0,33.333333333333336,111000,1,2,3,0,0,0,3,800
341,6,58,1,1,1,0,1,0,25.0,111010,1,2,3,0,6,0,4,800
342,6,16,0,1,0,0,0,0,100.0,010000,0,2,0,0,0,0,1,800
343,6,13,0,0,1,1,0,1,33.333333333333336,001101,0,0,3,5,0,7,3,800
344,6,23,0,1,0,1,1,1,25.0,010111,0,2,0,5,6,7,4,800
345,6,63,1,1,1,1,1,1,16.666666666666668,111111,1,2,3,5,6,7,6,800
346,6,42,1,0,1,0,1,0,33.333333333333336,101010,1,0,3,0,6,0,3,800
347,6,24,0,1,1,0,0,0,50.0,011000,0,2,3,0,0,0,2,800
348,6,27,0,1,1,0,1,1,25.0,011011,0,2,3,0,6,7,4,800
349,6,6,0,0,0,1,1,0,50.0,000110,0,0,0,5,6,0,2,800
350,6,21,0,1,0,1,0,1,33.333333333333336,010101,0,2,0,5,0,7,3,800
351,6,32,1,0,0,0,0,0,100.0,100000,1,0,0,0,0,0,1,800
352,6,36,1,0,0,1,0,0,50.0,100100,1,0,0,5,0,0,2,800
353,6,14,0,0,1,1,1,0,33.333333333333336,001110,0,0,3,5,6,0,3,800
354,6,39,1,0,0,1,1,1,25.0,100111,1,0,0,5,6,7,4,800
355,6,37,1,0,0,1,0,1,33.333333333333336,100101,1,0,0,5,0,7,3,800
356,6,29,0,1,1,1,0,1,25.0,011101,0,2,3,5,0,7,4,800
357,6,44,1,0,1,1,0,0,33.333333333333336,101100,1,0,3,5,0,0,3,800
358,6,17,0,1,0,0,0,1,50.0,010001,0,2,0,0,0,7,2,800
359,6,35,1,0,0,0,1,1,33.333333333333336,100011,1,0,0,0,6,7,3,800
360,6,60,1,1,1,1,0,0,25.0,111100,1,2,3,5,0,0,4,800
361,6,20,0,1,0,1,0,0,50.0,010100,0,2,0,5,0,0,2,800
362,6,1,0,0,0,0,0,1,100.0,000001,0,0,0,0,0,7,1,800
363,6,11,0,0,1,0,1,1,33.333333333333336,001011,0,0,3,0,6,7,3,800
364,6,12,0,0,1,1,0,0,50.0,001100,0,0,3,5,0,0,2,800
365,6,34,1,0,0,0,1,0,50.0,100010,1,0,0,0,6,0,2,800
366,6,48,1,1,0,0,0,0,50.0,110000,1,2,0,0,0,0,2,800
367,6,52,1,1,0,1,0,0,33.333333333333336,110100,1,2,0,5,0,0,3,800
368,6,2,0,0,0,0,1,0,100.0,000010,0,0,0,0,6,0,1,800
369,6,15,0,0,1,1,1,1,25.0,001111,0,0,3,5,6,7,4,800
370,6,22,0,1,0,1,1,0,33.333333333333336,010110,0,2,0,5,6,0,3,800
371,6,57,1,1,1,0,0,1,25.0,111001,1,2,3,0,0,7,4,800
372,6,49,1,1,0,0,0,1,33.333333333333336,110001,1,2,0,0,0,7,3,800
373,6,50,1,1,0,0,1,0,33.333333333333336,110010,1,2,0,0,6,0,3,800
374,6,33,1,0,0,0,0,1,50.0,100001,1,0,0,0,0,7,2,800
375,6,55,1,1,0,1,1,1,20.0,110111,1,2,0,5,6,7,5,800
376,6,8,0,0,1,0,0,0,100.0,001000,0,0,3,0,0,0,1,800
377,6,4,0,0,0,1,0,0,100.0,000100,0,0,0,5,0,0,1,800
378,6,46,1,0,1,1,1,0,25.0,101110,1,0,3,5,6,0,4,800
379,6,18,0,1,0,0,1,0,50.0,010010,0,2,0,0,6,0,2,800
380,6,53,1,1,0,1,0,1,25.0,110101,1,2,0,5,0,7,4,800
381,6,47,1,0,1,1,1,1,20.0,101111,1,0,3,5,6,7,5,800
382,6,62,1,1,1,1,1,0,20.0,111110,1,2,3,5,6,0,5,800
383,6,40,1,0,1,0,0,0,50.0,101000,1,0,3,0,0,0,2,800
384,6,3,0,0,0,0,1,1,50.0,000011,0,0,0,0,6,7,2,800
385,7,41,1,0,1,0,0,1,33.333333333333336,101001,1,0,3,0,0,7,3,800
386,7,16,0,1,0,0,0,0,100.0,010000,0,2,0,0,0,0,1,800
387,7,3,0,0,0,0,1,1,50.0,000011,0,0,0,0,6,7,2,800
388,7,43,1,0,1,0,1,1,25.0,101011,1,0,3,0,6,7,4,800
389,7,54,1,1,0,1,1,0,25.0,110110,1,2,0,5,6,0,4,800
390,7,37,1,0,0,1,0,1,33.333333333333336,100101,1,0,0,5,0,7,3,800
391,7,10,0,0,1,0,1,0,50.0,001010,0,0,3,0,6,0,2,800
392,7,48,1,1,0,0,0,0,50.0,110000,1,2,0,0,0,0,2,800
393,7,33,1,0,0,0,0,1,50.0,100001,1,0,0,0,0,7,2,800
394,7,62,1,1,1,1,1,0,20.0,111110,1,2,3,5,6,0,5,800
395,7,28,0,1,1,1,0,0,33.333333333333336,011100,0,2,3,5,0,0,3,800
396,7,53,1,1,0,1,0,1,25.0,110101,1,2,0,5,0,7,4,800
397,7,13,0,0,1,1,0,1,33.333333333333336,001101,0,0,3,5,0,7,3,800
398,7,31,0,1,1,1,1,1,20.0,011111,0,2,3,5,6,7,5,800
399,7,35,1,0,0,0,1,1,33.333333333333336,100011,1,0,0,0,6,7,3,800
400,7,1,0,0,0,0,0,1,100.0,000001,0,0,0,0,0,7,1,800
401,7,2,0,0,0,0,1,0,100.0,000010,0,0,0,0,6,0,1,800
402,7,56,1,1,1,0,0,0,33.333333333333336,111000,1,2,3,0,0,0,3,800
403,7,9,0,0,1,0,0,1,50.0,001001,0,0,3,0,0,7,2,800
404,7,59,1,1,1,0,1,1,20.0,111011,1,2,3,0,6,7,5,800
405,7,42,1,0,1,0,1,0,33.333333333333336,101010,1,0,3,0,6,0,3,800
406,7,34,1,0,0,0,1,0,50.0,100010,1,0,0,0,6,0,2,800
407,7,15,0,0,1,1,1,1,25.0,001111,0,0,3,5,6,7,4,800
408,7,14,0,0,1,1,1,0,33.333333333333336,001110,0,0,3,5,6,0,3,800
409,7,25,0,1,1,0,0,1,33.333333333333336,011001,0,2,3,0,0,7,3,800
410,7,12,0,0,1,1,0,0,50.0,001100,0,0,3,5,0,0,2,800
411,7,4,0,0,0,1,0,0,100.0,000100,0,0,0,5,0,0,1,800
412,7,57,1,1,1,0,0,1,25.0,111001,1,2,3,0,0,7,4,800
413,7,27,0,1,1,0,1,1,25.0,011011,0,2,3,0,6,7,4,800
414,7,40,1,0,1,0,0,0,50.0,101000,1,0,3,0,0,0,2,800
415,7,63,1,1,1,1,1,1,16.666666666666668,111111,1,2,3,5,6,7,6,800
416,7,55,1,1,0,1,1,1,20.0,110111,1,2,0,5,6,7,5,800
417,7,5,0,0,0,1,0,1,50.0,000101,0,0,0,5,0,7,2,800
418,7,23,0,1,0,1,1,1,25.0,010111,0,2,0,5,6,7,4,800
419,7,50,1,1,0,0,1,0,33.333333333333336,110010,1,2,0,0,6,0,3,800
420,7,17,0,1,0,0,0,1,50.0,010001,0,2,0,0,0,7,2,800
421,7,18,0,1,0,0,1,0,50.0,010010,0,2,0,0,6,0,2,800
422,7,21,0,1,0,1,0,1,33.333333333333336,010101,0,2,0,5,0,7,3,800
423,7,24,0,1,1,0,0,0,50.0,011000,0,2,3,0,0,0,2,800
424,7,38,1,0,0,1,1,0,33.333333333333336,100110,1,0,0,5,6,0,3,800
425,7,8,0,0,1,0,0,0,100.0,001000,0,0,3,0,0,0,1,800
426,7,61,1,1,1,1,0,1,20.0,111101,1,2,3,5,0,7,5,800
427,7,6,0,0,0,1,1,0,50.0,000110,0,0,0,5,6,0,2,800
428,7,36,1,0,0,1,0,0,50.0,100100,1,0,0,5,0,0,2,800
429,7,20,0,1,0,1,0,0,50.0,010100,0,2,0,5,0,0,2,800
430,7,51,1,1,0,0,1,1,25.0,110011,1,2,0,0,6,7,4,800
431,7,11,0,0,1,0,1,1,33.333333333333336,001011,0,0,3,0,6,7,3,800
432,7,39,1,0,0,1,1,1,25.0,100111,1,0,0,5,6,7,4,800
433,7,30,0,1,1,1,1,0,25.0,011110,0,2,3,5,6,0,4,800
434,7,47,1,0,1,1,1,1,20.0,101111,1,0,3,5,6,7,5,800
435,7,49,1,1,0,0,0,1,33.333333333333336,110001,1,2,0,0,0,7,3,800
436,7,0,0,0,0,0,0,0,0.0,000000,0,0,0,0,0,0,0,900
437,7,26,0,1,1,0,1,0,33.333333333333336,011010,0,2,3,0,6,0,3,800
438,7,60,1,1,1,1,0,0,25.0,111100,1,2,3,5,0,0,4,800
439,7,52,1,1,0,1,0,0,33.333333333333336,110100,1,2,0,5,0,0,3,800
440,7,45,1,0,1,1,0,1,25.0,101101,1,0,3,5,0,7,4,800
441,7,7,0,0,0,1,1,1,33.333333333333336,000111,0,0,0,5,6,7,3,800
442,7,46,1,0,1,1,1,0,25.0,101110,1,0,3,5,6,0,4,800
443,7,29,0,1,1,1,0,1,25.0,011101,0,2,3,5,0,7,4,800
444,7,32,1,0,0,0,0,0,100.0,100000,1,0,0,0,0,0,1,800
445,7,58,1,1,1,0,1,0,25.0,111010,1,2,3,0,6,0,4,800
446,7,22,0,1,0,1,1,0,33.333333333333336,010110,0,2,0,5,6,0,3,800
447,7,19,0,1,0,0,1,1,33.333333333333336,010011,0,2,0,0,6,7,3,800
448,7,44,1,0,1,1,0,0,33.333333333333336,101100,1,0,3,5,0,0,3,800
449,8,16,0,1,0,0,0,0,100.0,010000,0,2,0,0,0,0,1,800
450,8,54,1,1,0,1,1,0,25.0,110110,1,2,0,5,6,0,4,800
451,8,19,0,1,0,0,1,1,33.333333333333336,010011,0,2,0,0,6,7,3,800
452,8,3,0,0,0,0,1,1,50.0,000011,0,0,0,0,6,7,2,800
453,8,40,1,0,1,0,0,0,50.0,101000,1,0,3,0,0,0,2,800
454,8,41,1,0,1,0,0,1,33.333333333333336,101001,1,0,3,0,0,7,3,800
455,8,34,1,0,0,0,1,0,50.0,100010,1,0,0,0,6,0,2,800
456,8,23,0,1,0,1,1,1,25.0,010111,0,2,0,5,6,7,4,800
457,8,10,0,0,1,0,1,0,50.0,001010,0,0,3,0,6,0,2,800
458,8,21,0,1,0,1,0,1,33.333333333333336,010101,0,2,0,5,0,7,3,800
459,8,26,0,1,1,0,1,0,33.333333333333336,011010,0,2,3,0,6,0,3,800
460,8,1,0,0,0,0,0,1,100.0,000001,0,0,0,0,0,7,1,800
461,8,20,0,1,0,1,0,0,50.0,010100,0,2,0,5,0,0,2,800
462,8,55,1,1,0,1,1,1,20.0,110111,1,2,0,5,6,7,5,800
463,8,42,1,0,1,0,1,0,33.333333333333336,101010,1,0,3,0,6,0,3,800
464,8,56,1,1,1,0,0,0,33.333333333333336,111000,1,2,3,0,0,0,3,800
465,8,57,1,1,1,0,0,1,25.0,111001,1,2,3,0,0,7,4,800
466,8,38,1,0,0,1,1,0,33.333333333333336,100110,1,0,0,5,6,0,3,800
467,8,59,1,1,1,0,1,1,20.0,111011,1,2,3,0,6,7,5,800
468,8,32,1,0,0,0,0,0,100.0,100000,1,0,0,0,0,0,1,800
469,8,17,0,1,0,0,0,1,50.0,010001,0,2,0,0,0,7,2,800
470,8,13,0,0,1,1,0,1,33.333333333333336,001101,0,0,3,5,0,7,3,800
471,8,53,1,1,0,1,0,1,25.0,110101,1,2,0,5,0,7,4,800
472,8,63,1,1,1,1,1,1,16.666666666666668,111111,1,2,3,5,6,7,6,800
473,8,61,1,1,1,1,0,1,20.0,111101,1,2,3,5,0,7,5,800
474,8,18,0,1,0,0,1,0,50.0,010010,0,2,0,0,6,0,2,800
475,8,14,0,0,1,1,1,0,33.333333333333336,001110,0,0,3,5,6,0,3,800
476,8,22,0,1,0,1,1,0,33.333333333333336,010110,0,2,0,5,6,0,3,800
477,8,12,0,0,1,1,0,0,50.0,001100,0,0,3,5,0,0,2,800
478,8,15,0,0,1,1,1,1,25.0,001111,0,0,3,5,6,7,4,800
479,8,49,1,1,0,0,0,1,33.333333333333336,110001,1,2,0,0,0,7,3,800
480,8,25,0,1,1,0,0,1,33.333333333333336,011001,0,2,3,0,0,7,3,800
481,8,2,0,0,0,0,1,0,100.0,000010,0,0,0,0,6,0,1,800
482,8,44,1,0,1,1,0,0,33.333333333333336,101100,1,0,3,5,0,0,3,800
483,8,24,0,1,1,0,0,0,50.0,011000,0,2,3,0,0,0,2,800
484,8,5,0,0,0,1,0,1,50.0,000101,0,0,0,5,0,7,2,800
485,8,8,0,0,1,0,0,0,100.0,001000,0,0,3,0,0,0,1,800
486,8,28,0,1,1,1,0,0,33.333333333333336,011100,0,2,3,5,0,0,3,800
487,8,4,0,0,0,1,0,0,100.0,000100,0,0,0,5,0,0,1,800
488,8,11,0,0,1,0,1,1,33.333333333333336,001011,0,0,3,0,6,7,3,800
489,8,37,1,0,0,1,0,1,33.333333333333336,100101,1,0,0,5,0,7,3,800
490,8,30,0,1,1,1,1,0,25.0,011110,0,2,3,5,6,0,4,800
491,8,0,0,0,0,0,0,0,0.0,000000,0,0,0,0,0,0,0,900
492,8,9,0,0,1,0,0,1,50.0,001001,0,0,3,0,0,7,2,800
493,8,35,1,0,0,0,1,1,33.333333333333336,100011,1,0,0,0,6,7,3,800
494,8,33,1,0,0,0,0,1,50.0,100001,1,0,0,0,0,7,2,800
495,8,45,1,0,1,1,0,1,25.0,101101,1,0,3,5,0,7,4,800
496,8,58,1,1,1,0,1,0,25.0,111010,1,2,3,0,6,0,4,800
497,8,62,1,1,1,1,1,0,20.0,111110,1,2,3,5,6,0,5,800
498,8,43,1,0,1,0,1,1,25.0,101011,1,0,3,0,6,7,4,800
499,8,31,0,1,1,1,1,1,20.0,011111,0,2,3,5,6,7,5,800
500,8,39,1,0,0,1,1,1,25.0,100111,1,0,0,5,6,7,4,800
501,8,27,0,1,1,0,1,1,25.0,011011,0,2,3,0,6,7,4,800
502,8,52,1,1,0,1,0,0,33.333333333333336,110100,1,2,0,5,0,0,3,800
503,8,46,1,0,1,1,1,0,25.0,101110,1,0,3,5,6,0,4,800
504,8,36,1,0,0,1,0,0,50.0,100100,1,0,0,5,0,0,2,800
505,8,29,0,1,1,1,0,1,25.0,011101,0,2,3,5,0,7,4,800
506,8,51,1,1,0,0,1,1,25.0,110011,1,2,0,0,6,7,4,800
507,8,6,0,0,0,1,1,0,50.0,000110,0,0,0,5,6,0,2,800
508,8,60,1,1,1,1,0,0,25.0,111100,1,2,3,5,0,0,4,800
509,8,50,1,1,0,0,1,0,33.333333333333336,110010,1,2,0,0,6,0,3,800
510,8,48,1,1,0,0,0,0,50.0,110000,1,2,0,0,0,0,2,800
511,8,7,0,0,0,1,1,1,33.333333333333336,000111,0,0,0,5,6,7,3,800
512,8,47,1,0,1,1,1,1,20.0,101111,1,0,3,5,6,7,5,800
513,9,38,1,0,0,1,1,0,33.333333333333336,100110,1,0,0,5,6,0,3,800
514,9,58,1,1,1,0,1,0,25.0,111010,1,2,3,0,6,0,4,800
515,9,4,0,0,0,1,0,0,100.0,000100,0,0,0,5,0,0,1,800
516,9,22,0,1,0,1,1,0,33.333333333333336,010110,0,2,0,5,6,0,3,800
517,9,39,1,0,0,1,1,1,25.0,100111,1,0,0,5,6,7,4,800
518,9,43,1,0,1,0,1,1,25.0,101011,1,0,3,0,6,7,4,800
519,9,1,0,0,0,0,0,1,100.0,000001,0,0,0,0,0,7,1,800
520,9,25,0,1,1,0,0,1,33.333333333333336,011001,0,2,3,0,0,7,3,800
521,9,11,0,0,1,0,1,1,33.333333333333336,001011,0,0,3,0,6,7,3,800
522,9,35,1,0,0,0,1,1,33.333333333333336,100011,1,0,0,0,6,7,3,800
523,9,55,1,1,0,1,1,1,20.0,110111,1,2,0,5,6,7,5,800
524,9,0,0,0,0,0,0,0,0.0,000000,0,0,0,0,0,0,0,900
525,9,26,0,1,1,0,1,0,33.333333333333336,011010,0,2,3,0,6,0,3,800
526,9,2,0,0,0,0,1,0,100.0,000010,0,0,0,0,6,0,1,800
527,9,60,1,1,1,1,0,0,25.0,111100,1,2,3,5,0,0,4,800
528,9,29,0,1,1,1,0,1,25.0,011101,0,2,3,5,0,7,4,800
529,9,21,0,1,0,1,0,1,33.333333333333336,010101,0,2,0,5,0,7,3,800
530,9,45,1,0,1,1,0,1,25.0,101101,1,0,3,5,0,7,4,800
531,9,28,0,1,1,1,0,0,33.333333333333336,011100,0,2,3,5,0,0,3,800
532,9,53,1,1,0,1,0,1,25.0,110101,1,2,0,5,0,7,4,800
533,9,42,1,0,1,0,1,0,33.333333333333336,101010,1,0,3,0,6,0,3,800
534,9,47,1,0,1,1,1,1,20.0,101111,1,0,3,5,6,7,5,800
535,9,13,0,0,1,1,0,1,33.333333333333336,001101,0,0,3,5,0,7,3,800
536,9,34,1,0,0,0,1,0,50.0,100010,1,0,0,0,6,0,2,800
537,9,6,0,0,0,1,1,0,50.0,000110,0,0,0,5,6,0,2,800
538,9,9,0,0,1,0,0,1,50.0,001001,0,0,3,0,0,7,2,800
539,9,23,0,1,0,1,1,1,25.0,010111,0,2,0,5,6,7,4,800
540,9,10,0,0,1,0,1,0,50.0,001010,0,0,3,0,6,0,2,800
541,9,27,0,1,1,0,1,1,25.0,011011,0,2,3,0,6,7,4,800
542,9,48,1,1,0,0,0,0,50.0,110000,1,2,0,0,0,0,2,800
543,9,41,1,0,1,0,0,1,33.333333333333336,101001,1,0,3,0,0,7,3,800
544,9,3,0,0,0,0,1,1,50.0,000011,0,0,0,0,6,7,2,800
545,9,61,1,1,1,1,0,1,20.0,111101,1,2,3,5,0,7,5,800
546,9,20,0,1,0,1,0,0,50.0,010100,0,2,0,5,0,0,2,800
547,9,54,1,1,0,1,1,0,25.0,110110,1,2,0,5,6,0,4,800
548,9,44,1,0,1,1,0,0,33.333333333333336,101100,1,0,3,5,0,0,3,800
549,9,12,0,0,1,1,0,0,50.0,001100,0,0,3,5,0,0,2,800
550,9,63,1,1,1,1,1,1,16.666666666666668,111111,1,2,3,5,6,7,6,800
551,9,33,1,0,0,0,0,1,50.0,100001,1,0,0,0,0,7,2,800
552,9,46,1,0,1,1,1,0,25.0,101110,1,0,3,5,6,0,4,800
553,9,57,1,1,1,0,0,1,25.0,111001,1,2,3,0,0,7,4,800
554,9,18,0,1,0,0,1,0,50.0,010010,0,2,0,0,6,0,2,800
555,9,51,1,1,0,0,1,1,25.0,110011,1,2,0,0,6,7,4,800
556,9,5,0,0,0,1,0,1,50.0,000101,0,0,0,5,0,7,2,800
557,9,37,1,0,0,1,0,1,33.333333333333336,100101,1,0,0,5,0,7,3,800
558,9,24,0,1,1,0,0,0,50.0,011000,0,2,3,0,0,0,2,800
559,9,8,0,0,1,0,0,0,100.0,001000,0,0,3,0,0,0,1,800
560,9,19,0,1,0,0,1,1,33.333333333333336,010011,0,2,0,0,6,7,3,800
561,9,59,1,1,1,0,1,1,20.0,111011,1,2,3,0,6,7,5,800
562,9,56,1,1,1,0,0,0,33.333333333333336,111000,1,2,3,0,0,0,3,800
563,9,31,0,1,1,1,1,1,20.0,011111,0,2,3,5,6,7,5,800
564,9,52,1,1,0,1,0,0,33.333333333333336,110100,1,2,0,5,0,0,3,800
565,9,30,0,1,1,1,1,0,25.0,011110,0,2,3,5,6,0,4,800
566,9,15,0,0,1,1,1,1,25.0,001111,0,0,3,5,6,7,4,800
567,9,17,0,1,0,0,0,1,50.0,010001,0,2,0,0,0,7,2,800
568,9,14,0,0,1,1,1,0,33.333333333333336,001110,0,0,3,5,6,0,3,800
569,9,40,1,0,1,0,0,0,50.0,101000,1,0,3,0,0,0,2,800
570,9,32,1,0,0,0,0,0,100.0,100000,1,0,0,0,0,0,1,800
571,9,16,0,1,0,0,0,0,100.0,010000,0,2,0,0,0,0,1,800
572,9,62,1,1,1,1,1,0,20.0,111110,1,2,3,5,6,0,5,800
573,9,49,1,1,0,0,0,1,33.333333333333336,110001,1,2,0,0,0,7,3,800
574,9,50,1,1,0,0,1,0,33.333333333333336,110010,1,2,0,0,6,0,3,800
575,9,36,1,0,0,1,0,0,50.0,100100,1,0,0,5,0,0,2,800
576,9,7,0,0,0,1,1,1,33.333333333333336,000111,0,0,0,5,6,7,3,800
577,10,31,0,1,1,1,1,1,20.0,011111,0,2,3,5,6,7,5,800
578,10,10,0,0,1,0,1,0,50.0,001010,0,0,3,0,6,0,2,800
579,10,37,1,0,0,1,0,1,33.333333333333336,100101,1,0,0,5,0,7,3,800
580,10,25,0,1,1,0,0,1,33.333333333333336,011001,0,2,3,0,0,7,3,800
581,10,45,1,0,1,1,0,1,25.0,101101,1,0,3,5,0,7,4,800
582,10,0,0,0,0,0,0,0,0.0,000000,0,0,0,0,0,0,0,900
583,10,63,1,1,1,1,1,1,16.666666666666668,111111,1,2,3,5,6,7,6,800
584,10,29,0,1,1,1,0,1,25.0,011101,0,2,3,5,0,7,4,800
585,10,13,0,0,1,1,0,1,33.333333333333336,001101,0,0,3,5,0,7,3,800
586,10,7,0,0,0,1,1,1,33.333333333333336,000111,0,0,0,5,6,7,3,800
587,10,30,0,1,1,1,1,0,25.0,011110,0,2,3,5,6,0,4,800
588,10,26,0,1,1,0,1,0,33.333333333333336,011010,0,2,3,0,6,0,3,800
589,10,44,1,0,1,1,0,0,33.333333333333336,101100,1,0,3,5,0,0,3,800
590,10,12,0,0,1,1,0,0,50.0,001100,0,0,3,5,0,0,2,800
591,10,18,0,1,0,0,1,0,50.0,010010,0,2,0,0,6,0,2,800
592,10,50,1,1,0,0,1,0,33.333333333333336,110010,1,2,0,0,6,0,3,800
593,10,3,0,0,0,0,1,1,50.0,000011,0,0,0,0,6,7,2,800
594,10,5,0,0,0,1,0,1,50.0,000101,0,0,0,5,0,7,2,800
595,10,60,1,1,1,1,0,0,25.0,111100,1,2,3,5,0,0,4,800
596,10,56,1,1,1,0,0,0,33.333333333333336,111000,1,2,3,0,0,0,3,800
597,10,19,0,1,0,0,1,1,33.333333333333336,010011,0,2,0,0,6,7,3,800
598,10,16,0,1,0,0,0,0,100.0,010000,0,2,0,0,0,0,1,800
599,10,38,1,0,0,1,1,0,33.333333333333336,100110,1,0,0,5,6,0,3,800
600,10,11,0,0,1,0,1,1,33.333333333333336,001011,0,0,3,0,6,7,3,800
601,10,23,0,1,0,1,1,1,25.0,010111,0,2,0,5,6,7,4,800
602,10,17,0,1,0,0,0,1,50.0,010001,0,2,0,0,0,7,2,800
603,10,52,1,1,0,1,0,0,33.333333333333336,110100,1,2,0,5,0,0,3,800
604,10,51,1,1,0,0,1,1,25.0,110011,1,2,0,0,6,7,4,800
605,10,32,1,0,0,0,0,0,100.0,100000,1,0,0,0,0,0,1,800
606,10,24,0,1,1,0,0,0,50.0,011000,0,2,3,0,0,0,2,800
607,10,53,1,1,0,1,0,1,25.0,110101,1,2,0,5,0,7,4,800
608,10,59,1,1,1,0,1,1,20.0,111011,1,2,3,0,6,7,5,800
609,10,55,1,1,0,1,1,1,20.0,110111,1,2,0,5,6,7,5,800
610,10,14,0,0,1,1,1,0,33.333333333333336,001110,0,0,3,5,6,0,3,800
611,10,8,0,0,1,0,0,0,100.0,001000,0,0,3,0,0,0,1,800
612,10,22,0,1,0,1,1,0,33.333333333333336,010110,0,2,0,5,6,0,3,800
613,10,47,1,0,1,1,1,1,20.0,101111,1,0,3,5,6,7,5,800
614,10,57,1,1,1,0,0,1,25.0,111001,1,2,3,0,0,7,4,800
615,10,36,1,0,0,1,0,0,50.0,100100,1,0,0,5,0,0,2,800
616,10,35,1,0,0,0,1,1,33.333333333333336,100011,1,0,0,0,6,7,3,800
617,10,21,0,1,0,1,0,1,33.333333333333336,010101,0,2,0,5,0,7,3,800
618,10,39,1,0,0,1,1,1,25.0,100111,1,0,0,5,6,7,4,800
619,10,42,1,0,1,0,1,0,33.333333333333336,101010,1,0,3,0,6,0,3,800
620,10,54,1,1,0,1,1,0,25.0,110110,1,2,0,5,6,0,4,800
621,10,9,0,0,1,0,0,1,50.0,001001,0,0,3,0,0,7,2,800
622,10,1,0,0,0,0,0,1,100.0,000001,0,0,0,0,0,7,1,800
623,10,28,0,1,1,1,0,0,33.333333333333336,011100,0,2,3,5,0,0,3,800
624,10,58,1,1,1,0,1,0,25.0,111010,1,2,3,0,6,0,4,800
625,10,40,1,0,1,0,0,0,50.0,101000,1,0,3,0,0,0,2,800
626,10,61,1,1,1,1,0,1,20.0,111101,1,2,3,5,0,7,5,800
627,10,49,1,1,0,0,0,1,33.333333333333336,110001,1,2,0,0,0,7,3,800
628,10,33,1,0,0,0,0,1,50.0,100001,1,0,0,0,0,7,2,800
629,10,48,1,1,0,0,0,0,50.0,110000,1,2,0,0,0,0,2,800
630,10,41,1,0,1,0,0,1,33.333333333333336,101001,1,0,3,0,0,7,3,800
631,10,20,0,1,0,1,0,0,50.0,010100,0,2,0,5,0,0,2,800
632,10,2,0,0,0,0,1,0,100.0,000010,0,0,0,0,6,0,1,800
633,10,62,1,1,1,1,1,0,20.0,111110,1,2,3,5,6,0,5,800
634,10,15,0,0,1,1,1,1,25.0,001111,0,0,3,5,6,7,4,800
635,10,34,1,0,0,0,1,0,50.0,100010,1,0,0,0,6,0,2,800
636,10,4,0,0,0,1,0,0,100.0,000100,0,0,0,5,0,0,1,800
637,10,6,0,0,0,1,1,0,50.0,000110,0,0,0,5,6,0,2,800
638,10,27,0,1,1,0,1,1,25.0,011011,0,2,3,0,6,7,4,800
639,10,46,1,0,1,1,1,0,25.0,101110,1,0,3,5,6,0,4,800
640,10,43,1,0,1,0,1,1,25.0,101011,1,0,3,0,6,7,4,800
