trial,block,A,B,C,D,E,F,type,code,odor_number,flow,total_odor_flow,carrier_out
428,7,1,0,0,0,1,1,100011,35,3,33.333333333333336,100,800
429,7,1,0,1,1,1,1,101111,47,5,20.0,100,800
430,7,0,1,0,0,1,0,010010,18,2,50.0,100,800
431,7,0,1,1,0,0,1,011001,25,3,33.333333333333336,100,800
432,7,0,1,0,1,1,1,010111,23,4,25.0,100,800
433,7,1,0,1,0,1,1,101011,43,4,25.0,100,800
434,7,0,0,1,0,1,0,001010,10,2,50.0,100,800
435,7,1,1,0,0,1,1,110011,51,4,25.0,100,800
436,7,0,0,0,0,1,1,000011,3,2,50.0,100,800
437,7,1,1,0,0,1,0,110010,50,3,33.333333333333336,100,800
438,7,0,1,1,1,0,1,011101,29,4,25.0,100,800
439,7,0,0,0,1,1,0,000110,6,2,50.0,100,800
440,7,0,1,1,0,0,0,011000,24,2,50.0,100,800
441,7,1,0,0,0,0,0,100000,32,1,100.0,100,800
442,7,0,1,0,0,1,1,010011,19,3,33.333333333333336,100,800
443,7,1,0,0,1,1,0,100110,38,3,33.333333333333336,100,800
444,7,1,1,1,0,0,0,111000,56,3,33.333333333333336,100,800
445,7,0,1,1,0,1,0,011010,26,3,33.333333333333336,100,800
446,7,1,0,1,1,1,0,101110,46,4,25.0,100,800
447,7,0,1,0,1,1,0,010110,22,3,33.333333333333336,100,800
448,7,1,0,0,1,1,1,100111,39,4,25.0,100,800
449,8,1,1,0,0,1,0,110010,50,3,33.333333333333336,100,800
450,8,0,0,0,0,0,0,000000,0,0,0.0,0,900
451,8,0,1,1,0,1,1,011011,27,4,25.0,100,800
452,8,1,1,1,1,0,1,111101,61,5,20.0,100,800
453,8,1,0,1,1,1,0,101110,46,4,25.0,100,800
454,8,1,0,1,0,1,0,101010,42,3,33.333333333333336,100,800
455,8,0,0,1,1,0,0,001100,12,2,50.0,100,800
456,8,1,0,1,1,0,0,101100,44,3,33.333333333333336,100,800
457,8,0,1,1,1,1,0,011110,30,4,25.0,100,800
458,8,1,1,0,0,1,1,110011,51,4,25.0,100,800
459,8,0,1,0,1,1,1,010111,23,4,25.0,100,800
460,8,0,0,1,0,1,0,001010,10,2,50.0,100,800
461,8,1,1,1,1,0,0,111100,60,4,25.0,100,800
462,8,1,0,1,0,1,1,101011,43,4,25.0,100,800
463,8,1,1,1,1,1,1,111111,63,6,16.666666666666668,100,800
464,8,0,0,0,1,1,1,000111,7,3,33.333333333333336,100,800
465,8,0,0,1,1,0,1,001101,13,3,33.333333333333336,100,800
466,8,1,0,1,1,0,1,101101,45,4,25.0,100,800
467,8,1,1,1,0,1,1,111011,59,5,20.0,100,800
468,8,1,0,0,0,1,0,100010,34,2,50.0,100,800
469,8,1,0,1,1,1,1,101111,47,5,20.0,100,800
470,8,0,0,0,1,1,0,000110,6,2,50.0,100,800
471,8,0,0,1,1,1,0,001110,14,3,33.333333333333336,100,800
472,8,0,0,0,0,1,1,000011,3,2,50.0,100,800
473,8,1,0,0,0,1,1,100011,35,3,33.333333333333336,100,800
474,8,1,1,0,1,0,1,110101,53,4,25.0,100,800
475,8,1,0,0,1,0,1,100101,37,3,33.333333333333336,100,800
476,8,0,0,1,0,1,1,001011,11,3,33.333333333333336,100,800
477,8,0,1,1,1,0,1,011101,29,4,25.0,100,800
478,8,0,1,0,0,0,1,010001,17,2,50.0,100,800
479,8,1,1,0,0,0,1,110001,49,3,33.333333333333336,100,800
480,8,0,1,1,0,0,1,011001,25,3,33.333333333333336,100,800
481,8,1,1,0,0,0,0,110000,48,2,50.0,100,800
482,8,1,0,0,1,1,1,100111,39,4,25.0,100,800
483,8,1,0,0,0,0,0,100000,32,1,100.0,100,800
484,8,1,1,0,1,0,0,110100,52,3,33.333333333333336,100,800
485,8,0,1,0,1,0,0,010100,20,2,50.0,100,800
486,8,0,1,1,1,1,1,011111,31,5,20.0,100,800
487,8,1,1,1,0,0,0,111000,56,3,33.333333333333336,100,800
488,8,0,1,0,0,1,1,010011,19,3,33.333333333333336,100,800
489,8,0,0,1,0,0,0,001000,8,1,100.0,100,800
490,8,0,0,0,1,0,1,000101,5,2,50.0,100,800
491,8,1,0,0,0,0,1,100001,33,2,50.0,100,800
492,8,1,0,1,0,0,1,101001,41,3,33.333333333333336,100,800
493,8,1,1,1,1,1,0,111110,62,5,20.0,100,800
494,8,0,0,1,1,1,1,001111,15,4,25.0,100,800
495,8,1,1,1,0,1,0,111010,58,4,25.0,100,800
496,8,1,0,0,1,0,0,100100,36,2,50.0,100,800
497,8,1,0,0,1,1,0,100110,38,3,33.333333333333336,100,800
498,8,0,0,1,0,0,1,001001,9,2,50.0,100,800
499,8,1,1,0,1,1,1,110111,55,5,20.0,100,800
500,8,1,1,1,0,0,1,111001,57,4,25.0,100,800
501,8,0,1,1,1,0,0,011100,28,3,33.333333333333336,100,800
502,8,1,1,0,1,1,0,110110,54,4,25.0,100,800
503,8,0,1,0,1,1,0,010110,22,3,33.333333333333336,100,800
504,8,0,0,0,0,0,1,000001,1,1,100.0,100,800
505,8,0,1,0,0,1,0,010010,18,2,50.0,100,800
506,8,0,1,0,1,0,1,010101,21,3,33.333333333333336,100,800
507,8,1,0,1,0,0,0,101000,40,2,50.0,100,800
508,8,0,0,0,1,0,0,000100,4,1,100.0,100,800
509,8,0,0,0,0,1,0,000010,2,1,100.0,100,800
510,8,0,1,1,0,0,0,011000,24,2,50.0,100,800
511,8,0,1,0,0,0,0,010000,16,1,100.0,100,800
512,8,0,1,1,0,1,0,011010,26,3,33.333333333333336,100,800
513,9,0,0,0,1,0,0,000100,4,1,100.0,100,800
514,9,1,0,0,1,0,0,100100,36,2,50.0,100,800
515,9,1,0,1,0,0,0,101000,40,2,50.0,100,800
516,9,0,0,1,1,1,1,001111,15,4,25.0,100,800
517,9,1,1,0,0,0,1,110001,49,3,33.333333333333336,100,800
518,9,0,0,1,0,0,1,001001,9,2,50.0,100,800
519,9,1,0,1,0,0,1,101001,41,3,33.333333333333336,100,800
520,9,1,0,1,1,0,1,101101,45,4,25.0,100,800
521,9,1,1,1,1,1,0,111110,62,5,20.0,100,800
522,9,0,1,1,0,0,1,011001,25,3,33.333333333333336,100,800
523,9,1,1,1,0,1,0,111010,58,4,25.0,100,800
524,9,0,0,1,0,1,0,001010,10,2,50.0,100,800
525,9,1,1,0,1,1,0,110110,54,4,25.0,100,800
526,9,1,0,0,1,1,0,100110,38,3,33.333333333333336,100,800
527,9,0,0,0,0,0,0,000000,0,0,0.0,0,900
528,9,1,1,0,1,0,0,110100,52,3,33.333333333333336,100,800
529,9,1,0,0,0,0,1,100001,33,2,50.0,100,800
530,9,1,1,0,0,0,0,110000,48,2,50.0,100,800
531,9,0,1,1,0,1,1,011011,27,4,25.0,100,800
532,9,1,1,0,0,1,1,110011,51,4,25.0,100,800
533,9,0,0,0,1,0,1,000101,5,2,50.0,100,800
534,9,1,1,1,1,0,0,111100,60,4,25.0,100,800
535,9,1,0,0,1,0,1,100101,37,3,33.333333333333336,100,800
536,9,1,0,0,1,1,1,100111,39,4,25.0,100,800
537,9,1,0,1,0,1,1,101011,43,4,25.0,100,800
538,9,0,0,1,0,0,0,001000,8,1,100.0,100,800
539,9,1,1,1,1,1,1,111111,63,6,16.666666666666668,100,800
540,9,1,0,0,0,1,0,100010,34,2,50.0,100,800
541,9,0,0,0,0,1,0,000010,2,1,100.0,100,800
542,9,0,1,0,1,0,1,010101,21,3,33.333333333333336,100,800
543,9,1,1,1,1,0,1,111101,61,5,20.0,100,800
544,9,0,1,0,0,1,1,010011,19,3,33.333333333333336,100,800
545,9,1,1,1,0,0,0,111000,56,3,33.333333333333336,100,800
546,9,0,0,0,1,1,1,000111,7,3,33.333333333333336,100,800
547,9,0,1,0,0,1,0,010010,18,2,50.0,100,800
548,9,1,0,0,0,1,1,100011,35,3,33.333333333333336,100,800
549,9,1,1,0,0,1,0,110010,50,3,33.333333333333336,100,800
550,9,0,0,1,0,1,1,001011,11,3,33.333333333333336,100,800
551,9,0,1,1,1,1,0,011110,30,4,25.0,100,800
552,9,0,0,0,0,1,1,000011,3,2,50.0,100,800
553,9,0,1,1,0,0,0,011000,24,2,50.0,100,800
554,9,1,0,0,0,0,0,100000,32,1,100.0,100,800
555,9,0,1,0,1,1,0,010110,22,3,33.333333333333336,100,800
556,9,0,0,0,1,1,0,000110,6,2,50.0,100,800
557,9,0,1,0,1,1,1,010111,23,4,25.0,100,800
558,9,1,1,1,0,1,1,111011,59,5,20.0,100,800
559,9,1,0,1,1,1,1,101111,47,5,20.0,100,800
560,9,0,1,0,1,0,0,010100,20,2,50.0,100,800
561,9,1,1,0,1,1,1,110111,55,5,20.0,100,800
562,9,0,0,0,0,0,1,000001,1,1,100.0,100,800
563,9,0,1,0,0,0,0,010000,16,1,100.0,100,800
564,9,1,1,1,0,0,1,111001,57,4,25.0,100,800
565,9,0,1,0,0,0,1,010001,17,2,50.0,100,800
566,9,1,0,1,1,0,0,101100,44,3,33.333333333333336,100,800
567,9,0,1,1,1,1,1,011111,31,5,20.0,100,800
568,9,0,1,1,1,0,1,011101,29,4,25.0,100,800
569,9,1,0,1,1,1,0,101110,46,4,25.0,100,800
570,9,0,1,1,1,0,0,011100,28,3,33.333333333333336,100,800
571,9,0,0,1,1,0,0,001100,12,2,50.0,100,800
572,9,0,0,1,1,1,0,001110,14,3,33.333333333333336,100,800
573,9,1,1,0,1,0,1,110101,53,4,25.0,100,800
574,9,1,0,1,0,1,0,101010,42,3,33.333333333333336,100,800
575,9,0,1,1,0,1,0,011010,26,3,33.333333333333336,100,800
576,9,0,0,1,1,0,1,001101,13,3,33.333333333333336,100,800
577,10,1,0,1,0,1,0,101010,42,3,33.333333333333336,100,800
578,10,1,0,0,1,1,1,100111,39,4,25.0,100,800
579,10,0,0,1,1,0,0,001100,12,2,50.0,100,800
580,10,1,0,0,0,1,1,100011,35,3,33.333333333333336,100,800
581,10,0,1,0,0,1,0,010010,18,2,50.0,100,800
582,10,1,1,0,1,0,1,110101,53,4,25.0,100,800
583,10,1,1,1,1,0,1,111101,61,5,20.0,100,800
584,10,0,0,0,0,0,0,000000,0,0,0.0,0,900
585,10,1,1,0,1,1,0,110110,54,4,25.0,100,800
586,10,0,1,1,1,1,0,011110,30,4,25.0,100,800
587,10,1,1,1,1,1,1,111111,63,6,16.666666666666668,100,800
588,10,1,0,1,1,0,1,101101,45,4,25.0,100,800
589,10,1,1,0,1,0,0,110100,52,3,33.333333333333336,100,800
590,10,0,1,1,0,1,0,011010,26,3,33.333333333333336,100,800
591,10,0,0,1,0,0,0,001000,8,1,100.0,100,800
592,10,1,0,0,1,0,1,100101,37,3,33.333333333333336,100,800
593,10,0,1,0,0,0,0,010000,16,1,100.0,100,800
594,10,0,1,1,1,0,1,011101,29,4,25.0,100,800
595,10,0,1,1,1,1,1,011111,31,5,20.0,100,800
596,10,0,1,0,1,0,0,010100,20,2,50.0,100,800
597,10,0,0,0,1,1,0,000110,6,2,50.0,100,800
598,10,0,1,1,0,0,0,011000,24,2,50.0,100,800
599,10,0,0,1,0,0,1,001001,9,2,50.0,100,800
600,10,0,1,0,1,1,0,010110,22,3,33.333333333333336,100,800
601,10,0,0,0,1,0,1,000101,5,2,50.0,100,800
602,10,0,0,1,0,1,1,001011,11,3,33.333333333333336,100,800
603,10,0,0,1,1,0,1,001101,13,3,33.333333333333336,100,800
604,10,1,0,1,1,1,1,101111,47,5,20.0,100,800
605,10,1,1,0,0,1,0,110010,50,3,33.333333333333336,100,800
606,10,1,0,0,1,0,0,100100,36,2,50.0,100,800
607,10,0,1,0,0,1,1,010011,19,3,33.333333333333336,100,800
608,10,1,0,1,0,1,1,101011,43,4,25.0,100,800
609,10,1,0,0,1,1,0,100110,38,3,33.333333333333336,100,800
610,10,1,0,0,0,1,0,100010,34,2,50.0,100,800
611,10,1,1,1,1,1,0,111110,62,5,20.0,100,800
612,10,1,0,0,0,0,0,100000,32,1,100.0,100,800
613,10,0,1,0,0,0,1,010001,17,2,50.0,100,800
614,10,0,0,1,1,1,1,001111,15,4,25.0,100,800
615,10,1,1,0,1,1,1,110111,55,5,20.0,100,800
616,10,1,0,1,1,0,0,101100,44,3,33.333333333333336,100,800
617,10,1,0,1,0,0,1,101001,41,3,33.333333333333336,100,800
618,10,0,0,0,0,1,1,000011,3,2,50.0,100,800
619,10,0,0,0,0,1,0,000010,2,1,100.0,100,800
620,10,0,1,0,1,0,1,010101,21,3,33.333333333333336,100,800
621,10,1,1,0,0,0,0,110000,48,2,50.0,100,800
622,10,1,1,1,1,0,0,111100,60,4,25.0,100,800
623,10,1,0,0,0,0,1,100001,33,2,50.0,100,800
624,10,1,1,0,0,1,1,110011,51,4,25.0,100,800
625,10,1,1,0,0,0,1,110001,49,3,33.333333333333336,100,800
626,10,0,1,0,1,1,1,010111,23,4,25.0,100,800
627,10,0,1,1,0,1,1,011011,27,4,25.0,100,800
628,10,0,1,1,0,0,1,011001,25,3,33.333333333333336,100,800
629,10,1,1,1,0,0,1,111001,57,4,25.0,100,800
630,10,1,1,1,0,1,0,111010,58,4,25.0,100,800
631,10,0,0,0,1,0,0,000100,4,1,100.0,100,800
632,10,1,1,1,0,1,1,111011,59,5,20.0,100,800
633,10,0,0,1,1,1,0,001110,14,3,33.333333333333336,100,800
634,10,1,1,1,0,0,0,111000,56,3,33.333333333333336,100,800
635,10,0,1,1,1,0,0,011100,28,3,33.333333333333336,100,800
636,10,0,0,0,0,0,1,000001,1,1,100.0,100,800
637,10,1,0,1,0,0,0,101000,40,2,50.0,100,800
638,10,0,0,1,0,1,0,001010,10,2,50.0,100,800
639,10,0,0,0,1,1,1,000111,7,3,33.333333333333336,100,800
640,10,1,0,1,1,1,0,101110,46,4,25.0,100,800
