trial,block,A,B,C,D,E,F,type,code,odor_number,flow,total_odor_flow,carrier_out
476,8,0,0,1,1,1,1,001111,15,4,100,400,500
477,8,0,0,1,0,0,0,001000,8,1,100,100,800
478,8,0,0,1,1,1,0,001110,14,3,100,300,600
479,8,0,0,1,1,0,0,001100,12,2,100,200,700
480,8,0,0,0,1,0,0,000100,4,1,100,100,800
481,8,1,1,0,0,0,1,110001,49,3,100,300,600
482,8,1,0,1,0,1,0,101010,42,3,100,300,600
483,8,0,1,0,1,0,1,010101,21,3,100,300,600
484,8,1,1,0,1,0,1,110101,53,4,100,400,500
485,8,1,1,1,1,1,0,111110,62,5,100,500,400
486,8,0,0,0,0,1,1,000011,3,2,100,200,700
487,8,1,1,0,1,0,0,110100,52,3,100,300,600
488,8,1,1,1,0,0,0,111000,56,3,100,300,600
489,8,1,0,1,1,1,0,101110,46,4,100,400,500
490,8,1,1,1,0,1,0,111010,58,4,100,400,500
491,8,0,1,0,1,1,1,010111,23,4,100,400,500
492,8,0,1,0,0,1,0,010010,18,2,100,200,700
493,8,1,0,0,1,1,0,100110,38,3,100,300,600
494,8,0,1,1,1,1,0,011110,30,4,100,400,500
495,8,1,1,0,0,1,0,110010,50,3,100,300,600
496,8,1,0,1,0,0,1,101001,41,3,100,300,600
497,8,1,0,0,0,1,0,100010,34,2,100,200,700
498,8,0,0,1,0,0,1,001001,9,2,100,200,700
499,8,0,1,1,1,0,0,011100,28,3,100,300,600
500,8,1,1,0,0,1,1,110011,51,4,100,400,500
501,8,0,1,0,0,1,1,010011,19,3,100,300,600
502,8,0,1,0,0,0,1,010001,17,2,100,200,700
503,8,1,1,1,0,0,1,111001,57,4,100,400,500
504,8,0,1,1,1,1,1,011111,31,5,100,500,400
505,8,0,0,0,0,0,0,000000,0,0,0,0,900
506,8,0,1,1,1,0,1,011101,29,4,100,400,500
507,8,1,0,1,0,0,0,101000,40,2,100,200,700
508,8,1,1,0,1,1,0,110110,54,4,100,400,500
509,8,0,1,1,0,1,0,011010,26,3,100,300,600
510,8,0,1,1,0,1,1,011011,27,4,100,400,500
511,8,1,1,1,1,1,1,111111,63,6,100,600,300
512,8,0,1,0,0,0,0,010000,16,1,100,100,800
513,9,0,1,1,0,0,0,011000,24,2,100,200,700
514,9,0,0,1,0,1,0,001010,10,2,100,200,700
515,9,0,0,0,1,1,1,000111,7,3,100,300,600
516,9,0,1,1,1,1,0,011110,30,4,100,400,500
517,9,1,0,0,1,0,1,100101,37,3,100,300,600
518,9,1,0,1,1,0,1,101101,45,4,100,400,500
519,9,1,1,1,0,1,1,111011,59,5,100,500,400
520,9,1,1,0,0,1,0,110010,50,3,100,300,600
521,9,0,1,1,1,1,1,011111,31,5,100,500,400
522,9,0,1,0,0,0,0,010000,16,1,100,100,800
523,9,1,0,0,0,0,0,100000,32,1,100,100,800
524,9,0,1,0,1,0,0,010100,20,2,100,200,700
525,9,1,0,1,0,0,0,101000,40,2,100,200,700
526,9,0,0,0,1,0,1,000101,5,2,100,200,700
527,9,1,0,1,1,1,0,101110,46,4,100,400,500
528,9,1,1,1,1,0,0,111100,60,4,100,400,500
529,9,0,1,0,0,0,1,010001,17,2,100,200,700
530,9,0,0,1,0,1,1,001011,11,3,100,300,600
531,9,0,0,0,1,0,0,000100,4,1,100,100,800
532,9,0,1,0,0,1,0,010010,18,2,100,200,700
533,9,0,0,1,1,1,0,001110,14,3,100,300,600
534,9,0,0,0,0,1,0,000010,2,1,100,100,800
535,9,0,1,1,0,0,1,011001,25,3,100,300,600
536,9,1,1,1,0,0,1,111001,57,4,100,400,500
537,9,1,1,0,1,1,0,110110,54,4,100,400,500
538,9,1,1,1,1,1,1,111111,63,6,100,600,300
539,9,1,0,0,1,0,0,100100,36,2,100,200,700
540,9,1,1,1,0,1,0,111010,58,4,100,400,500
541,9,1,1,1,1,1,0,111110,62,5,100,500,400
542,9,0,1,1,0,1,1,011011,27,4,100,400,500
543,9,0,1,0,0,1,1,010011,19,3,100,300,600
544,9,0,0,0,0,0,0,000000,0,0,0,0,900
545,9,1,1,0,1,0,1,110101,53,4,100,400,500
546,9,0,1,0,1,1,0,010110,22,3,100,300,600
547,9,1,1,0,1,0,0,110100,52,3,100,300,600
548,9,0,0,0,0,0,1,000001,1,1,100,100,800
549,9,0,1,1,1,0,1,011101,29,4,100,400,500
550,9,1,1,0,0,0,0,110000,48,2,100,200,700
551,9,0,1,1,1,0,0,011100,28,3,100,300,600
552,9,1,1,0,0,1,1,110011,51,4,100,400,500
553,9,0,1,0,1,0,1,010101,21,3,100,300,600
554,9,0,0,1,0,0,1,001001,9,2,100,200,700
555,9,0,1,1,0,1,0,011010,26,3,100,300,600
556,9,1,0,0,1,1,0,100110,38,3,100,300,600
557,9,1,0,0,0,1,0,100010,34,2,100,200,700
558,9,1,1,1,1,0,1,111101,61,5,100,500,400
559,9,1,0,1,1,1,1,101111,47,5,100,500,400
560,9,0,0,1,1,0,0,001100,12,2,100,200,700
561,9,1,1,0,0,0,1,110001,49,3,100,300,600
562,9,1,0,1,0,0,1,101001,41,3,100,300,600
563,9,0,0,1,0,0,0,001000,8,1,100,100,800
564,9,1,1,0,1,1,1,110111,55,5,100,500,400
565,9,0,0,0,0,1,1,000011,3,2,100,200,700
566,9,0,1,0,1,1,1,010111,23,4,100,400,500
567,9,0,0,1,1,1,1,001111,15,4,100,400,500
568,9,1,1,1,0,0,0,111000,56,3,100,300,600
569,9,1,0,1,0,1,0,101010,42,3,100,300,600
570,9,1,0,1,1,0,0,101100,44,3,100,300,600
571,9,1,0,0,0,0,1,100001,33,2,100,200,700
572,9,1,0,0,0,1,1,100011,35,3,100,300,600
573,9,0,0,0,1,1,0,000110,6,2,100,200,700
574,9,1,0,0,1,1,1,100111,39,4,100,400,500
575,9,1,0,1,0,1,1,101011,43,4,100,400,500
576,9,0,0,1,1,0,1,001101,13,3,100,300,600
577,10,1,0,1,0,0,1,101001,41,3,100,300,600
578,10,1,0,0,1,0,0,100100,36,2,100,200,700
579,10,1,1,0,1,1,1,110111,55,5,100,500,400
580,10,0,1,0,1,1,0,010110,22,3,100,300,600
581,10,1,1,1,0,1,0,111010,58,4,100,400,500
582,10,0,0,1,0,1,1,001011,11,3,100,300,600
583,10,1,0,1,1,1,0,101110,46,4,100,400,500
584,10,0,1,1,0,1,0,011010,26,3,100,300,600
585,10,0,0,1,1,0,1,001101,13,3,100,300,600
586,10,0,1,0,0,0,0,010000,16,1,100,100,800
587,10,0,1,0,1,1,1,010111,23,4,100,400,500
588,10,1,1,0,0,0,1,110001,49,3,100,300,600
589,10,0,1,0,0,1,0,010010,18,2,100,200,700
590,10,0,1,0,0,0,1,010001,17,2,100,200,700
591,10,0,0,0,0,1,0,000010,2,1,100,100,800
592,10,0,0,1,1,1,0,001110,14,3,100,300,600
593,10,0,0,1,0,1,0,001010,10,2,100,200,700
594,10,1,1,0,0,0,0,110000,48,2,100,200,700
595,10,1,0,1,1,1,1,101111,47,5,100,500,400
596,10,1,0,0,0,1,0,100010,34,2,100,200,700
597,10,1,1,0,1,0,0,110100,52,3,100,300,600
598,10,1,1,0,1,1,0,110110,54,4,100,400,500
599,10,0,0,0,1,1,0,000110,6,2,100,200,700
600,10,1,0,0,1,1,1,100111,39,4,100,400,500
601,10,1,0,1,0,1,0,101010,42,3,100,300,600
602,10,0,1,0,0,1,1,010011,19,3,100,300,600
603,10,1,1,1,1,0,0,111100,60,4,100,400,500
604,10,0,1,1,1,0,0,011100,28,3,100,300,600
605,10,1,1,1,1,1,0,111110,62,5,100,500,400
606,10,0,0,0,1,0,0,000100,4,1,100,100,800
607,10,1,0,0,0,0,1,100001,33,2,100,200,700
608,10,1,1,1,1,1,1,111111,63,6,100,600,300
609,10,1,0,0,1,0,1,100101,37,3,100,300,600
610,10,0,1,1,1,1,1,011111,31,5,100,500,400
611,10,0,1,1,1,0,1,011101,29,4,100,400,500
612,10,0,1,1,1,1,0,011110,30,4,100,400,500
613,10,0,0,0,0,0,1,000001,1,1,100,100,800
614,10,0,1,1,0,0,0,011000,24,2,100,200,700
615,10,0,0,0,1,0,1,000101,5,2,100,200,700
616,10,1,0,0,1,1,0,100110,38,3,100,300,600
617,10,1,0,1,1,0,1,101101,45,4,100,400,500
618,10,0,0,1,0,0,1,001001,9,2,100,200,700
619,10,0,0,0,0,1,1,000011,3,2,100,200,700
620,10,0,0,1,1,0,0,001100,12,2,100,200,700
621,10,1,0,0,0,0,0,100000,32,1,100,100,800
622,10,0,0,0,0,0,0,000000,0,0,0,0,900
623,10,1,1,1,1,0,1,111101,61,5,100,500,400
624,10,1,1,1,0,0,1,111001,57,4,100,400,500
625,10,0,0,1,0,0,0,001000,8,1,100,100,800
626,10,0,1,0,1,0,1,010101,21,3,100,300,600
627,10,0,1,1,0,1,1,011011,27,4,100,400,500
628,10,1,0,1,0,1,1,101011,43,4,100,400,500
629,10,1,0,0,0,1,1,100011,35,3,100,300,600
630,10,1,1,0,0,1,1,110011,51,4,100,400,500
631,10,0,1,1,0,0,1,011001,25,3,100,300,600
632,10,0,0,0,1,1,1,000111,7,3,100,300,600
633,10,1,0,1,1,0,0,101100,44,3,100,300,600
634,10,0,0,1,1,1,1,001111,15,4,100,400,500
635,10,1,1,0,0,1,0,110010,50,3,100,300,600
636,10,1,1,0,1,0,1,110101,53,4,100,400,500
637,10,0,1,0,1,0,0,010100,20,2,100,200,700
638,10,1,0,1,0,0,0,101000,40,2,100,200,700
639,10,1,1,1,0,1,1,111011,59,5,100,500,400
640,10,1,1,1,0,0,0,111000,56,3,100,300,600
